diagnostics_Versions_PyRadiomics;diagnostics_Versions_Numpy;diagnostics_Versions_SimpleITK;diagnostics_Versions_PyWavelet;diagnostics_Versions_Python;diagnostics_Configuration_Settings;diagnostics_Configuration_EnabledImageTypes;diagnostics_Image-original_Hash;diagnostics_Image-original_Dimensionality;diagnostics_Image-original_Spacing;diagnostics_Image-original_Size;diagnostics_Image-original_Mean;diagnostics_Image-original_Minimum;diagnostics_Image-original_Maximum;diagnostics_Mask-original_Hash;diagnostics_Mask-original_Spacing;diagnostics_Mask-original_Size;diagnostics_Mask-original_BoundingBox;diagnostics_Mask-original_VoxelNum;diagnostics_Mask-original_VolumeNum;diagnostics_Mask-original_CenterOfMassIndex;diagnostics_Mask-original_CenterOfMass;original_shape_Elongation;original_shape_Flatness;original_shape_LeastAxisLength;original_shape_MajorAxisLength;original_shape_Maximum2DDiameterColumn;original_shape_Maximum2DDiameterRow;original_shape_Maximum2DDiameterSlice;original_shape_Maximum3DDiameter;original_shape_MeshVolume;original_shape_MinorAxisLength;original_shape_Sphericity;original_shape_SurfaceArea;original_shape_SurfaceVolumeRatio;original_shape_VoxelVolume;original_firstorder_10Percentile;original_firstorder_90Percentile;original_firstorder_Energy;original_firstorder_Entropy;original_firstorder_InterquartileRange;original_firstorder_Kurtosis;original_firstorder_Maximum;original_firstorder_MeanAbsoluteDeviation;original_firstorder_Mean;original_firstorder_Median;original_firstorder_Minimum;original_firstorder_Range;original_firstorder_RobustMeanAbsoluteDeviation;original_firstorder_RootMeanSquared;original_firstorder_Skewness;original_firstorder_TotalEnergy;original_firstorder_Uniformity;original_firstorder_Variance;original_glcm_Autocorrelation;original_glcm_ClusterProminence;original_glcm_ClusterShade;original_glcm_ClusterTendency;original_glcm_Contrast;original_glcm_Correlation;original_glcm_DifferenceAverage;original_glcm_DifferenceEntropy;original_glcm_DifferenceVariance;original_glcm_Id;original_glcm_Idm;original_glcm_Idmn;original_glcm_Idn;original_glcm_Imc1;original_glcm_Imc2;original_glcm_InverseVariance;original_glcm_JointAverage;original_glcm_JointEnergy;original_glcm_JointEntropy;original_glcm_MCC;original_glcm_MaximumProbability;original_glcm_SumAverage;original_glcm_SumEntropy;original_glcm_SumSquares;original_gldm_DependenceEntropy;original_gldm_DependenceNonUniformity;original_gldm_DependenceNonUniformityNormalized;original_gldm_DependenceVariance;original_gldm_GrayLevelNonUniformity;original_gldm_GrayLevelVariance;original_gldm_HighGrayLevelEmphasis;original_gldm_LargeDependenceEmphasis;original_gldm_LargeDependenceHighGrayLevelEmphasis;original_gldm_LargeDependenceLowGrayLevelEmphasis;original_gldm_LowGrayLevelEmphasis;original_gldm_SmallDependenceEmphasis;original_gldm_SmallDependenceHighGrayLevelEmphasis;original_gldm_SmallDependenceLowGrayLevelEmphasis;original_glrlm_GrayLevelNonUniformity;original_glrlm_GrayLevelNonUniformityNormalized;original_glrlm_GrayLevelVariance;original_glrlm_HighGrayLevelRunEmphasis;original_glrlm_LongRunEmphasis;original_glrlm_LongRunHighGrayLevelEmphasis;original_glrlm_LongRunLowGrayLevelEmphasis;original_glrlm_LowGrayLevelRunEmphasis;original_glrlm_RunEntropy;original_glrlm_RunLengthNonUniformity;original_glrlm_RunLengthNonUniformityNormalized;original_glrlm_RunPercentage;original_glrlm_RunVariance;original_glrlm_ShortRunEmphasis;original_glrlm_ShortRunHighGrayLevelEmphasis;original_glrlm_ShortRunLowGrayLevelEmphasis;original_glszm_GrayLevelNonUniformity;original_glszm_GrayLevelNonUniformityNormalized;original_glszm_GrayLevelVariance;original_glszm_HighGrayLevelZoneEmphasis;original_glszm_LargeAreaEmphasis;original_glszm_LargeAreaHighGrayLevelEmphasis;original_glszm_LargeAreaLowGrayLevelEmphasis;original_glszm_LowGrayLevelZoneEmphasis;original_glszm_SizeZoneNonUniformity;original_glszm_SizeZoneNonUniformityNormalized;original_glszm_SmallAreaEmphasis;original_glszm_SmallAreaHighGrayLevelEmphasis;original_glszm_SmallAreaLowGrayLevelEmphasis;original_glszm_ZoneEntropy;original_glszm_ZonePercentage;original_glszm_ZoneVariance;original_ngtdm_Busyness;original_ngtdm_Coarseness;original_ngtdm_Complexity;original_ngtdm_Contrast;original_ngtdm_Strength;patient;mask;maskPath;imgPath;dngType
v3.0.1;1.25.0;2.2.1;1.4.1;3.11.1;{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True};{'Original': {}};3361f3071a818d9f679100b4431d03abbae5141c;3D;(0.7578120231628418, 0.7578120231628418, 5.0);(512, 512, 62);-967.9951661017633;-3024.0;3071.0;23d1ef5430597683951593f58065efd4d3f9771b;(0.7578120231628418, 0.7578120231628418, 5.0);(512, 512, 62);(289, 376, 35, 143, 127, 19);111067;1;(364.1581387810961, 431.8403486184015, 44.50386703521298);(70.66341284915956, -110.711877117514, -52.730664823935115);0.7438862231604321;0.616034062286052;65.8785192315437;106.93973477225258;114.31071520698062;95.33240758424421;114.26639385167813;116.25466104847523;318622.7058432446;79.55099540550928;0.6461960110152012;34911.700190437696;0.10957066006342149;318917.2631457593;-1012.0;-986.0;184916046024.0;1.9453478136339535;10.0;8.164209938912947;47.0;333.68695222821447;-1133.680265065231;-999.0;-3024.0;3071.0;4.423341933843695;1290.3121256705745;-2.3317469565209836;530967067713.2663;0.37987143268139245;379674.4382541439;6411.909748680576;44028332.507918485;-258579.16579668003;2233.6411748887895;33.43660282866685;0.9703837572464397;1.1094807611723738;1.4013789437670559;32.11780732484742;0.7700613265793235;0.7649651194416944;0.9983240943232004;0.9924371004532854;-0.4052136187609412;0.8852486262967292;0.37955313169822796;76.56256966857732;0.20892017888133985;3.046298139663066;0.9810997252051837;0.34904944897111173;153.12513933715462;2.5037567370404656;566.7694444293645;5.766368322048151;5417.134909559095;0.04877357729621845;35.34976749348232;42191.180413624206;602.3225213628318;6417.773596117659;251.35139150242645;1388369.8282118002;48.24172769210522;0.08839489720040068;0.024478447834647036;223.67062296681848;0.00020629193079541342;18419.81560329707;0.34961350682499137;276.54480810262646;7014.24729239222;9.613104137566664;49804.610536743174;2.392733799714687;0.02873753132705318;4.0917494325223025;18630.125491483745;0.3466506211398834;0.47319254974994307;4.7318229520113295;0.5977317688691337;4418.096996422464;0.0031622829269705994;56.5209756097561;0.02757120761451517;173.07160594884;10141.486829268293;2275789.6112195123;14909608127.834146;47210.8335939087;0.0005930933899617225;989.4760975609756;0.4826712671029149;0.7219357113846389;7262.041024217934;7.586862406431644e-05;6.811371818921214;0.018457327559040938;2272854.2445356334;4.463944191337602;3.6382003018895374e-05;2605.789285731026;0.6044221437499625;1.2762221868724029;1.3.6.1.4.1.9328.50.1.0109;test_2;dossier nifti/1.3.6.1.4.1.9328.50.1.0109/1.3.6.1.4.1.9328.50.1.0109__83508311_test_2_mask.nii.gz;dossier nifti/1.3.6.1.4.1.9328.50.1.0109/1.3.6.1.4.1.9328.50.1.0109__83508311_img.nii.gz;FBS
v3.0.1;1.25.0;2.2.1;1.4.1;3.11.1;{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True};{'Original': {}};3361f3071a818d9f679100b4431d03abbae5141c;3D;(0.7578120231628418, 0.7578120231628418, 5.0);(512, 512, 62);-967.9951661017633;-3024.0;3071.0;d99157bc3a5ca42d2379a9d324cae2f1405cccf7;(0.7578120231628418, 0.7578120231628418, 5.0);(512, 512, 62);(83, 0, 16, 271, 512, 36);157870;2;(208.67992018749604, 248.7568125673022, 29.361335275859886);(-47.15985054101108, 28.03102774517663, -128.44332362070057);0.4240533269842903;0.2958613619558599;165.17460116181311;558.2837855875747;224.1519686538643;415.7039737344951;418.66696755309;438.06291215344936;441857.13021298073;236.74209667979525;0.08336709863712949;336519.84653846413;0.7616032955635621;453307.17794503336;-3024.0;21.0;230691101761.0;4.415135101281401;895.0;4.5457368689833055;1111.0;588.6013067897308;-833.2217077342117;-902.0;-3024.0;4135.0;530.4297128651665;1208.8310788485269;-1.378638077277019;662405348174.5071;0.07677656207523438;767014.162950577;8933.000277213792;117155771.18454298;-517060.2516431114;5400.26810146978;45.458484140174654;0.9830972234356504;1.8873522793111495;2.2116756851841965;41.68989935566247;0.6938038937711128;0.6706879016362997;0.9986067937750148;0.9898454566426426;-0.5441881740204187;0.99565817367752;0.311422672223439;87.12518633298342;0.0457520094870337;6.443121345728249;0.9884598848874757;0.13503934635996043;174.2503726659668;5.2027522809744715;1361.4316464024898;7.418974884941542;14028.922391841388;0.08886376380465819;10.728217919453948;12120.715854817256;1218.8052226186876;9007.684449230379;48.26466079685817;329071.1213910179;12.32909757235328;0.10791691725813356;0.12475538463973714;1453.8673114096734;0.0011879304991413964;8767.628031356007;0.06663598839723034;1011.0756008757033;9513.424672718545;3.6845188188726112;25672.08356318075;0.9711021814865214;0.0789185064347675;5.3651886599232625;100988.72487737921;0.7433967692202526;0.8028192621972315;1.6583747677880878;0.8674395241583152;8405.962460312872;0.06087072587329472;456.10657325980026;0.022661428591434406;332.56547685253247;12108.02320266309;50779.353505241714;329330962.3718388;6802.175008378967;0.00029130129560835604;7330.961842301386;0.36423519860393433;0.6270973173795615;7670.290151917233;5.716711793239009e-05;8.003692423155519;0.12749097358586178;50717.82999238681;0.890534067880026;9.463388875741715e-05;7972.720691316063;0.37637120974552524;2.9898347669878786;1.3.6.1.4.1.9328.50.1.0109;test;dossier nifti/1.3.6.1.4.1.9328.50.1.0109/1.3.6.1.4.1.9328.50.1.0109__83508311_test_mask.nii.gz;dossier nifti/1.3.6.1.4.1.9328.50.1.0109/1.3.6.1.4.1.9328.50.1.0109__83508311_img.nii.gz;FBS
